Organization Name,Direct Cost,Indirect Cost,Funding
"BUTLER HOSPITAL (PROVIDENCE, RI)",6948985,1957362,8906347
"CUBRC, INC.",413888,62229,6930831
FLORIDA INTERNATIONAL UNIVERSITY,10313399,3382291,13695690
MEDICAL RES COUNCIL LAB OF MOLEC BIOL,53942,0,53942
WESTERN WASHINGTON UNIVERSITY,46000,0,46000
"MODULAR BIONICS, INC.",0,0,264378
BALL STATE UNIVERSITY,490794,204903,695697
QUEST PRODUCT DEVELOPMENT CORPORATION,0,0,561069
CLEVELAND STATE UNIVERSITY,1212120,519591,1731711
RASD RWANDA,28000,2240,30240
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,4602500,2215159,6294965
TOWSON UNIVERSITY,98550,7884,106434
INTEGRAL MOLECULAR,0,0,1896501
INSTITUTE FOR HEPATITIS & VIRUS RESEARCH,184299,14970,199269
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,3539929,1091994,4243269
ASIAN PACIFIC PARTNERS/EMPOWER/ADV/LDSHP,249770,63511,313281
"HEPROTECH, INC.",0,0,160407
"XEN BIOFLUIDX, INC.",0,0,363789
AMERICAN SOCIETY FOR NANOMEDICINE I,25000,0,25000
AMERICAN ACADEMY OF PEDIATRICS,284261,88392,372653
WAYNE STATE UNIVERSITY,33573457,13543798,49444251
"ISOTHERAPEUTICS GROUP, LLC",0,0,694709
"VASADE BIOSCIENCES, INC.",0,0,764406
"PHUSIS THERAPEUTICS, INC.",0,0,287434
PACIFIC NORTHWEST RESEARCH INSTITUTE,3959997,2952203,6912200
"EPITOGENESIS, INC.",0,0,300000
TOUGALOO COLLEGE,0,0,1392386
3D MOLECULAR DESIGNS,0,0,200542
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,7820238,2753216,11428326
"MATHEMATICA POLICY RESEARCH, INC.",552732,56038,608770
"ISOMARK, LLC",0,0,238507
"NEURODX DEVELOPMENT, LLC",0,0,1795533
UNIVERSITY OF VICTORIA,221561,17725,239286
FEDERAL UNIVERSITY OF SANTA CATARINA,47026,2859,49885
"BEZENWA BIOMEDICAL ENGINEERING, LLC",0,0,149128
IMMUNE DEFICIENCY FOUNDATION,483071,74027,557098
AMERICAN COLLEGE OF RADIOLOGY,23369185,6419508,23605494
INFECTIOUS DISEASES INSTITUTE,91199,7296,98495
"DIACARTA, LLC",0,0,296893
"QM4D, LLC",0,0,143056
"METALLOPHARM, LLC",0,0,300311
LNKCHEMSOLUTIONS,0,0,738282
CHICAGO STATE UNIVERSITY,873575,274164,1147739
"STELLA THERAPEUTICS, INC.",0,0,107283
MAHIDOL UNIVERSITY,406824,29733,436557
"RHEOMICS, INC.",0,0,239933
"GRAMERCY RESEARCH GROUP, LLC",475867,280105,755972
"MEDICATIONS DISCOVERY TEXAS, INC.",0,0,859246
NORTHEASTERN ILLINOIS UNIVERSITY,136460,39261,132324
UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,38256934,13462906,51735719
DUKE UNIVERSITY,239516544,92735937,350249092
UNIVERSITY OF PUERTO RICO MAYAGUEZ,1631433,124296,1732551
JOSLIN DIABETES CENTER,31317782,6506729,37642908
KAISER FOUNDATION RESEARCH INSTITUTE,26952483,8862969,36647504
"INNOVATIVE ELEMENTS, LLC",0,0,665015
VIA CHRISTI REGIONAL MEDICAL CENTER,1943939,282848,2126787
"IMMUNEXT, INC.",0,0,1588916
"SIGMOVIR BIOSYSTEMS, INC.",574056,159866,1007144
"AKTIV-DRY, LLC",0,0,447532
"EXCMR, LTD",0,0,352286
SAN JUAN BAUTISTA SCHOOL OF MEDICINE,99193,7935,107128
HOUSE RESEARCH INSTITUTE,2415742,1841488,4257230
RYERSON  UNIVERSITY,264854,14336,279190
"ROGERS SCIENCES, INC.",0,0,484215
UNIVERSITY OF SOUTH DAKOTA,5669847,1102344,6772191
"IRON HORSE DIAGNOSTICS, INC.",0,0,165702
VIETNAM NATIONAL UNIVERSITY,50000,4000,54000
SALUS UNIVERSITY,445514,179634,567221
"SRA INTERNATIONAL, INC.",0,0,3410761
UNIVERSITY OF KENTUCKY,55412592,21637105,77613416
COLLEGE ON PROBLEMS OF DRUG DEPENDENCE,95000,0,95000
VIVID TECHNOLOGIES,0,0,149051
SMITHSONIAN INSTITUTION,494576,97958,592534
UNIVERSITY OF WESTERN STATES,588439,85499,673938
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,134613,28111,162724
"TELESAGE, INC.",0,0,1025982
HOSPITAL FOR SICK CHLDRN (TORONTO),1392906,111431,1339904
MAX PLANCK FLORIDA CORPORATION,1431035,1190858,2621893
"CARIBOU BIOSCIENCES, INC.",0,0,158902
SOUTHWESTERN COLLEGE,72375,5790,78165
"PHOTOZIG, INC.",0,0,974231
FRED HUTCHINSON CAN RES CTR,123276993,61042648,199131915
SCHEPENS EYE RESEARCH INSTITUTE,5387474,4515235,9879553
"XYKEN, LLC",0,0,742441
"THERANOVA, LLC",0,0,224666
TOYOTA TECHNOLOGICAL INSTITUTE / CHICAGO,186293,70270,256563
"BIOSTRATEGIES, LC",0,0,285783
PINE MANOR COLLEGE,80165,67808,147973
WARREN CANCER RESEARCH FOUNDATION,353236,89803,424982
"J. CRAIG VENTER INSTITUTE, INC.",1906653,972304,13879971
UNIVERSITY OF SOUTHERN CALIFORNIA,128452830,57399804,184275868
CALIFORNIA INSTITUTE OF TECHNOLOGY,42285525,17449082,59559501
WORLD HEALTH ORGANIZATION,1716629,92854,2606983
"OCEAN STATE RESEARCH INSTITUTE, INC.",1987405,19414,2006819
"GIGAGEN, INC.",0,0,1135200
SIMON FRASER UNIVERSITY,1348071,105072,1453143
UNIVERSITY OF ALASKA ANCHORAGE,812709,209381,1022090
"INFORMED HORIZONS, LLC",40000,0,40000
"DYNAMIC CONNECTIONS, LLC",0,0,565575
EARLENS CORPORATION,0,0,1200000
"PNA INNOVATIONS, INC.",0,0,270277
BARRY UNIVERSITY,212656,15083,227739
PEKING UNIVERSITY,1092574,29294,1121868
NATIONAL PARTNERSHIP/ENVIRONMNTL/TECH/ED,799185,51335,791159
CHAPMAN UNIVERSITY,97215,19942,117157
LA BIOMED RES INST/ HARBOR UCLA MED CTR,4005253,1101457,5156850
"PLASALUS, LLC",0,0,182375
"XIMEREX, INC.",0,0,1000000
"ESAC, INC.",0,0,143916
"LIFESENSORS, INC.",0,0,565740
"BAUER LABS, LLC",0,0,200000
IAS,650000,0,650000
RAND CORPORATION,22035383,12304447,34313241
CHILDREN'S TUMOR FOUNDATION,13000,0,13000
"PAIR TECHNOLOGIES, LLC",0,0,139220
"SUPERBETTER LABS, INC.",0,0,150000
UNIVERSITY OF ALASKA FAIRBANKS,4123503,1848233,5971736
AMERICAN TYPE CULTURE COLLECTION,0,0,16655042
"INTELLIGENT OPTICAL SYSTEMS, INC.",0,0,1607410
SMITH-KETTLEWELL EYE RESEARCH INSTITUTE,1515000,872278,2387278
ARIETIS,0,0,1290070
"ISS, INC.",0,0,208678
NATIONAL AIDS RESEARCH INSTITUTE,2425878,188912,1642668
"INSCOPIX, INC.",0,0,366475
ERASMUS MEDICAL CENTER,253134,20251,273385
MONTANA CANCER CONSORTIUM,529285,0,447692
NATIONAL DEVELOPMENT & RES INSTITUTES,6708107,2482261,8846291
MOREHOUSE COLLEGE,1209783,323353,1253331
OAKWOOD COLLEGE,250988,20079,271067
"BALANCE THERAPEUTICS, INC.",0,0,785948
"ARIDIS PHARMACEUTICALS, LLC",0,0,5784673
COLUMBIA UNIVERSITY HEALTH SCIENCES,221664644,86302602,305384118
"CT RESOURCES, INC.",0,0,191060
UNIV/TEXAS BROWNSVILLE & SOUTHMOST COLL,1654641,365165,1688667
POINT LOMA NAZARENE UNIVERSITY,237790,14719,252509
AMERICAN SOCIETY FOR NEUROCHEMISTRY,27000,0,27000
"GRADIENT BIOMODELING, LLC",0,0,350000
"VIADERM, LLC",0,0,721926
UNIVERSITY OF CALIFORNIA DAVIS,132609477,49438262,180683527
BROOKLYN COLLEGE,3011353,1401259,4412612
"JBS SCIENCE, INC.",0,0,681583
GETTYSBURG COLLEGE,250000,48480,298480
MAKERERE UNIVERSITY,3998342,307432,4305774
"OREGON CENTER FOR APPLIED SCIENCE, INC.",0,0,688397
DUQUESNE UNIVERSITY,1951845,496632,2448477
GEORGE MASON UNIVERSITY,4515708,1596107,6111815
"EYENUK, LLC",0,0,199467
"KINETA, INC.",0,0,798935
TEXAS BIOMEDICAL RESEARCH INSTITUTE,15437784,9670733,25108517
CAROLINAS MEDICAL CENTER,3551344,568269,4119613
"OZARK HEALTH VENTURES, LLC",804590,0,744590
UNIVERSITY OF TEXAS-PAN AMERICAN,363687,50782,414469
"FU ASSOCIATES, LTD.",0,0,157278
ZHEJIANG UNIVERSITY,47025,3762,50787
"MY COVERAGE PLAN, INC.",0,0,399407
UNIVERSITY OF CAPE TOWN,8906224,601255,9150889
FISK UNIVERSITY,322328,47342,369670
GREAT LAKES NEUROTECHNOLOGIES,0,0,3516837
"VM DISCOVERY, INC.",0,0,463933
"ELLENSON INTEGRATION ENTERPRISES, INC.",0,0,164418
XOMA CORPORATION,0,0,5969753
UNIVERSITY OF ZURICH,395225,31617,426842
APOGEE BIOTECHNOLOGY CORPORATION,0,0,300000
"CAPTOZYME, LLC",0,0,704911
ROCKY MOUNTAIN VIROLOGY ASSOCIATION,6000,0,6000
CATHOLIC UNIVERSITY OF AMERICA,1395613,333466,1646129
NORTH AMERICAN ASSN/CENTRAL CANCER REG,30000,0,720000
"3P BIOTECHNOLOGIES, INC.",0,0,45061
BIOTA SCIENTIFIC MANAGEMENT,477988,19270,497258
LUMINEX CORPORATION,791678,93679,885357
"CELLULAR RESEARCH, INC.",0,0,660000
PHDS COMPANY,0,0,488622
"LEWIN GROUP, INC.",0,0,496440
TEMPLE UNIV OF THE COMMONWEALTH,38300639,16483350,55995595
LOMA LINDA VETERANS ASSN RESEARCH & EDUC,759378,350232,1109610
UNIVERSITY OF MASSACHUSETTS LOWELL,2330445,318778,2649223
"IQ ENGINES, INC.",0,0,499358
INFECTIOUS DISEASE RESEARCH INSTITUTE,1101786,564377,2163163
EMORY UNIVERSITY,191885960,71929168,272395344
"MURTY PHARMACEUTICALS, INC.",0,0,100000
BOWLING GREEN STATE UNIVERSITY,1550835,490902,2041737
"PROTOCHIPS, INC.",0,0,390413
AMERICAN PHYSICIANS SCIENTISTS ASSN,65705,0,65705
"TOMEGAVAX, INC.",0,0,300000
INSTITUTE OF RESEARCH AND DEVELOPMENT,1493392,29300,1322692
"BIOFLUIDICA MICROTECHNOLOGIES, LLC",0,0,999873
"SIGA TECHNOLOGIES, INC.",1422681,1094359,2517040
U.S. ARMY MEDICAL RESEARCH INST CHEM DEF,3024340,0,3024340
SUMMA HEALTH SYSTEM,320616,109608,430224
BIOMEDICA MANAGEMENT CORPORATION,0,0,1012644
"GLYCAN THERAPEUTICS, LLC",0,0,299447
"EAR MACHINE, LLC",0,0,155846
"LUMAMED, LLC",0,0,288299
UNIVERSITY OF NEW SOUTH WALES,316093,25287,341380
"GALAXY BIO, INC.",0,0,154350
FRANKLIN INSTITUTE,220978,15220,236198
RIVERSIDE RESEARCH INSTITUTE,1504514,313254,1817768
CONVERSION ENERGY ENTERPRISES,0,0,589175
INTERNATIONAL CTR/DIARRHOEAL DIS RES,46296,3704,113876
HENRY M. JACKSON FDN FOR THE ADV MIL/MED,21333536,3107180,32559233
"WELLSPRING BIOSCIENCES, LLC",0,0,225016
"RXBIO, INC.",0,0,1999315
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,3489897,567555,4057452
"WAVE 80 BIOSCIENCES, INC.",0,0,3603350
OTTAWA HOSPITAL RESEARCH INSTITUTE,450213,36017,486230
"ALLTRANZ, INC.",173291,56853,230144
MOSAIC LOFT,0,0,610791
IOWA STATE UNIVERSITY,7997740,2775572,10760677
MEHARRY MEDICAL COLLEGE,16783362,4316898,20382677
UNIVERSITY OF NORTH TEXAS,734530,176000,910530
"480 BIOMEDICAL, INC.",0,0,200000
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,7954885,2057929,10012814
ALFRED I. DU PONT HOSP FOR CHILDREN,2428979,695103,3124082
"INTELLISPEAK, LLC",0,0,704478
"CYTOSORBENTS, INC.",0,0,203351
"AZYP, LLC",0,0,490424
UNIVERSITY OF CALIFORNIA BERKELEY,87597594,33022694,119785503
UNIVERSITY OF DELAWARE,15375476,4849903,20206081
EAST TENNESSEE STATE UNIVERSITY,3206744,1172391,4379135
HARTFORD HOSPITAL,942064,519396,1461460
FLUOROMETRIX CORPORATION,0,0,246743
UNIVERSITY OF MISSOURI-ST. LOUIS,1126460,256332,1382792
"LASER TISSUE WELDING, INC.",0,0,844348
"PANTHERA BIOPHARMA, LLC",943874,816855,1760729
UNIVERSITY OF MELBOURNE,943436,69750,1013186
OAK CREST INSTITUTE OF SCIENCE,315099,125880,440979
"LEVOS, LLC",0,0,204976
QUANTERIX CORPORATION,0,0,713497
LOUISIANA STATE UNIV-UNIV OF NEW ORLEANS,166705,70697,237402
INSTITUTO DE BIOLOGIA Y MED/EXPERIMENTAL,47043,3763,50806
"JOHNSON, BASSIN AND SHAW, INC.",0,0,3961682
"RG BIOPHARMA, LLC",0,0,240309
DENVER RESEARCH INSTITUTE,285234,35587,320821
EAST CAROLINA UNIVERSITY,4381188,1639480,6020668
MONTREAL HEART INSTITUTE,1090403,87231,1177634
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,2586551,182737,2769288
UNIVERSITY OF MEMPHIS,2926876,738150,3665026
JOHNS HOPKINS UNIVERSITY,417750497,159521576,574844637
"SPECIFIC TECHNOLOGIES, LLC",0,0,145205
"AXIOMX, INC.",0,0,334656
"CLARK UNIVERSITY (WORCESTER, MA)",337481,150037,487518
PUBLIC HEALTH INSTITUTE,4032635,1651350,6070096
"ADVANCED CIRCULATORY SYSTEMS, INC.",0,0,299599
"EYERX RESEARCH, INC.",0,0,146388
"CODAGENIX, INC.",0,0,300000
BAYLOR COLL OF MED CHILDREN'S FDN-UGANDA,45000,3600,48600
"PLANET BIOTECHNOLOGY, INC.",1537196,471768,2285731
"OCULAR PROTEOMICS, LLC",0,0,722083
"SYNTHONICS, INC.",0,0,855191
"SYNEDGEN, INC.",0,0,149901
"LUCIFICS, INC.",0,0,64141
FORDHAM UNIVERSITY,674227,142378,816605
UNIVERSITY COLLEGE LONDON,2457923,97377,2555300
MT SINAI HOSP-SAMUEL LUNENFELD RES INST,1607547,92493,1700040
"COGNOSCI, INC.",0,0,498309
"NEW ENGLAND RESEARCH INSTITUTES, INC.",23449956,2580891,29154452
UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,260060,20805,280865
INSTITUTE FOR COMMUNITY RESEARCH,340337,152286,492623
"BIODISCOVERY, LLC",0,0,611577
SHANGHAI MUNICIPAL CTR/DISEASE/CONT/PREV,49033,3898,52931
SAN JUAN HEALTH DEPARTMENT,593741,122251,573647
"CONVERGENCE MEDICAL DEVICES, INC.",0,0,1099527
UNIVERSITY OF TEXAS SAN ANTONIO,7429340,2639710,10035138
SURGISENSE CORPORATION,0,0,837727
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,15000,0,15000
"RESTORATION GENETICS, INC.",0,0,49385
"WELLGEN, INC.",0,0,293244
"PHOTO DIAGNOSTIC SYSTEMS, INC.",0,0,150000
"EDUCATION DEVELOPMENT CENTER, INC.",406692,136241,542933
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,2427634,71403,2448439
FORSYTH INSTITUTE,6790416,3369558,8752534
"LEAP OF FAITH TECHNOLOGIES, INC.",0,0,414159
"PRAXIS BIOSCIENCES, LLC",0,0,385183
"STROMATEC, INC",0,0,468909
ADVAITA CORPORATION,0,0,875897
COMMUNITY STRATEGIES,0,0,205000
"ALLIED INNOVATIVE SYSTEMS, LLC",0,0,605479
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,46500,0,46500
"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",0,0,946790
"TRANSLATIONAL SCIENCES, INC.",0,0,1735397
CLARKSON UNIVERSITY,457809,165119,622928
"CONFLUENCE LIFE SCIENCES, LLC",0,0,289278
"VIAMET PHARMACEUTICALS, INC.",145000,0,145000
"XENOTECH, LLC",0,0,70653
"AURA BIOSCIENCES, INC.",0,0,198141
CITY COLLEGE OF NEW YORK,7416470,3106414,10004925
TEXAS STATE UNIVERSITY-SAN MARCOS,817053,225375,1042428
UNIVERSITY OF CAMBRIDGE,895783,30652,926435
HAUPTMAN-WOODWARD MEDICAL RESEARCH INST,1707492,887026,2594518
"STATNET CONSULTING, LLC",0,0,34860
ASSOCIATION FOR RES IN VISION & OPHTHAL,99999,0,99999
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,117096309,56877208,174108397
"GENVEC, INC.",0,0,589058
"EIGER GROUP INTERNATIONAL, INC.",0,0,1000000
"KINEMED, INC.",0,0,225087
"BAYOUCLINIC, INC.",1455569,44431,1500000
BIOINVENU CORPORATION,0,0,278688
"PROMETHEUS RESEARCH, LLC",0,0,346748
OCHSNER CLINIC FOUNDATION,670545,210242,880787
"VIDATAK, LLC",0,0,181490
"BOLDER BIOTECHNOLOGY, INC.",442012,46782,1488794
"GLYCOMIRA, LLC",0,0,814843
JMML FOUNDATION,10000,0,10000
"PHARMABRIDGE, INC.",0,0,979945
"MANZANITA PHARMACEUTICALS, INC.",0,0,288301
BAYLOR UNIVERSITY,210767,55246,266013
"PROMENTIS PHARMACEUTICALS, INC.",0,0,600000
"BIODEPTRONIX, LLC",0,0,145179
"ARONORA, LLC",0,0,2227894
"COLORADO CANCER RESEARCH PROGRAM, INC.",805871,330407,1136278
UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,138594,2911,141505
INTERNATIONAL CHEMICAL WORKERS UNION,3051246,204806,3057290
"AGENEBIO, INC.",400517,0,400517
LOYOLA UNIVERSITY OF CHICAGO,249622,86296,335918
MIRIAM HOSPITAL,13596519,3442066,16771228
GREENWOOD GENETIC CENTER,876210,117386,993596
"NEUROVISION IMAGING, LLC",0,0,150874
"CLINICAL TOOLS, INC.",0,0,2459089
UNIVERSITY OF BATH,365323,29226,394549
"DELPOR, INC.",0,0,849613
"BIOTIME, INC.",0,0,285423
"NANOCYTOMICS, LLC",0,0,1479610
RETINA FOUNDATION OF THE SOUTHWEST,349635,128666,478301
RESODYN CORPORATION,0,0,363272
COLLEGE AT OLD WESTBURY,188497,13659,202156
ENDOCRINE SOCIETY,382266,25992,408258
NEW HANOVER REGIONAL MEDICAL CENTER,498833,174081,672914
"ADVANCED BIOMEDICAL MACHINES, INC.",0,0,191250
"DISCOVERY LABORATORIES, INC.",0,0,300000
AMERICAN SOCIETY OF HUMAN GENETICS,30772,0,30772
SOCIETY FOR WOMEN'S HEALTH RESEARCH,6000,0,6000
ANTAYA SCIENCE AND TECHNOLOGY,0,0,203840
"DETROIT R & D, INC.",0,0,1130868
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,50000,27166,77166
"GENESYS RESEARCH INSTITUTE, INC.",1247156,650987,1898143
INSTITUTE FOR TRANSFUSION MEDICINE,0,0,2884691
"BAYESSOFT, INC.",0,0,616928
"ORTHOCARE INNOVATIONS, LLC",0,0,1176608
"AVIA BIOSYSTEMS, LLC",0,0,600912
DAYTON CLINICAL ONCOLOGY PROGRAM,1000454,0,840454
"INNOLIGN BIOMEDICAL, LLC",0,0,385467
"CONVERGENT ENGINEERING, INC.",0,0,149403
SANGER INSTITUTE,2409524,172682,2582206
"HEALTHCARE INTERACTIVE, INC.",0,0,1422296
"GLOBAL VACCINES, INC.",352903,179981,532884
BRIGHAM AND WOMEN'S HOSPITAL,229550481,88719722,315919592
DILLARD UNIVERSITY,6737218,197152,6934370
"NANOMEDICA, LLC",0,0,350000
"REDWOOD BIOSCIENCE, INC.",0,0,530315
ESSENTIA INSTITUTE OF RURAL HEALTH,1533162,317930,1851092
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,23415183,10434659,33776773
CHILDREN'S HOSPITAL OF ORANGE COUNTY,361570,183548,545118
UNIVERSITY OF UTAH,99083648,36613724,140494332
QR PHARMA INC.,0,0,349999
"DXDISCOVERY, INC.",0,0,300000
PONCE SCHOOL OF MEDICINE,4009363,1712474,5614741
MISSOURI STATE UNIVERSITY,318068,107443,425511
"ALLOSTEROS THERAPEUTICS, INC.",203541,54151,257692
"NANOPROBES, INC.",0,0,237184
"ABLELINK TECHNOLOGIES, INC.",142350,81140,916722
ST. OLAF COLLEGE,228000,52601,280601
UNIVERSITY OF GUAM,1463391,424570,938735
HERBERT H. LEHMAN COLLEGE,443277,250061,693338
WOODTOGA HOLDINGS COMPANY,0,0,299546
PARABASE GENOMICS,0,0,480021
"ALGYNOMICS, INC.",0,0,320758
"IMAGINATION STATION, INC.",0,0,375000
EXPRESSION THERAPEUTICS,0,0,386432
BARNARD COLLEGE,612478,238137,850615
OREGON MUSEUM OF SCIENCES AND INDUSTRY,278975,21515,300490
CALANCE CORPORATION,0,0,259015
MIDWESTERN UNIVERSITY,315177,144219,459396
"TWO PORE GUYS, INC.",0,0,149985
"GENOMAS, INC.",0,0,192734
TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,7303518,2765828,10069346
J. DAVID GLADSTONE INSTITUTES,15878370,10699123,26575146
"VALITOR, INC.",0,0,310870
IMAGINATION SOFTWARE CORPORATION,0,0,559351
"WINSTON PHARMACEUTICALS, INC.",0,0,195569
AMERICAN SOCIETY FOR MICROBIOLOGY,794000,60800,854800
"PHOTOSWITCH BIOSCIENCES, INC.",0,0,600000
MARKER GENE TECHNOLOGIES,0,0,701351
"INFLEXXION, INC.",0,0,2253302
FAYETTEVILLE STATE UNIVERSITY,366870,51184,418054
"KLEIN BUENDEL, INC.",883271,325547,2237616
"EVAS THERAPEUTICS, LLC.",0,0,638409
"CHROMOSENSE, LLC",0,0,100000
"FLUIDITY SOFTWARE, INC.",0,0,488653
"CSR, INC.",0,0,2860672
ST. BARNABAS MEDICAL CENTER,144750,45903,190653
MCGILL UNIVERSITY,2045517,141395,2186912
"GUILD ASSOCIATES, INC.",98360,105306,203666
UNIVERSITY OF TEXAS ARLINGTON,1047510,262481,1111717
"PAX NEUROSCIENCE, INC.",0,0,344132
"COPD FOUNDATION, INC.",5000,0,5000
"SENTIEN BIOTECHNOLOGIES, INC.",0,0,191418
"CLEAR GUIDE MEDICAL, LLC",0,0,1186494
"CYTODESIGN, INC.",0,0,299749
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,26573318,8700832,35138594
"NANONERVE, INC.",0,0,663315
AMERICAN LEGACY FOUNDATION,860542,288525,1149067
PROVIDENCE PORTLAND MEDICAL CENTER,1152345,541247,1538875
WISTAR INSTITUTE,17057220,8387511,25344586
"CENTER FOR SOCIAL INNOVATION, LLC",0,0,348538
"ORAL HEALTH SOLUTIONS, INC.",0,0,391246
EXPERIMENTAL PATHOLOGY LABORATORIES,0,0,6503950
INTERNATIONAL AIDS VACCINE INITIATIVE,2438691,321774,2760465
UNIVERSITY OF QUEBEC AT MONTREAL,47450,3796,51246
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,1853794,824286,2678080
"IMMPORT THERAPEUTICS, INC.",0,0,1080873
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,2163901,834115,2998016
"WIBI WORKS, LLC",0,0,47898
"INSTARECON, INC.",0,0,555578
TORREY PINES INST FOR MOLECULAR STUDIES,3582627,2277926,5860553
"INTELLIGENT AUTOMATION, INC.",0,0,300000
ARKANSAS STATE UNIVERSITY,141000,50760,191760
UNIVERSITY OF AKRON,953101,301188,1254289
"ENDOORTHOPAEDICS, INC.",0,0,322760
"RADIX PHARMACEUTICALS, INC.",0,0,749856
"QRONO, INC",0,0,256217
OHIO STATE UNIVERSITY,93016364,38472161,131126886
PONTIFICIA UNIVERSIDAD JAVERIANA,50000,0,50000
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,43511312,16626999,62489902
OASIS PHARMACEUTICALS,0,0,304237
UNIVERSIDAD CENTRAL DEL CARIBE,4329109,1554723,5379753
UNIVERSITY OF KANSAS LAWRENCE,17247356,6171494,24581177
WASHINGTON UNIVERSITY,250376701,91695887,321046726
UNIVERSITY OF WESTERN AUSTRALIA,358583,28687,387270
UNIVERSITY OF NEW MEXICO,7853053,2360822,10188875
EASTERN VIRGINIA MEDICAL SCHOOL,2368888,944378,4066268
CLARK ATLANTA UNIVERSITY,2385708,708592,3094300
"ONCOIMMUNE, INC.",499246,46957,546203
MEDSTAR RESEARCH INSTITUTE,1327610,613777,1859387
CYTEX THERAPEUTICS INC.,0,0,1344753
UNIVERSITY OF SOUTHERN MAINE,423858,195891,619749
AMERICAN PHYSIOLOGICAL SOCIETY,328981,25918,354899
CLINICAL RESEARCH INSTITUTE OF MONTREAL,196560,15725,212285
AUBURN UNIVERSITY AT AUBURN,1572957,637470,2210427
"ARIZONA CANCER THERAPEUTICS, LLC",0,0,300000
"BIOLOGICS RESOURCES, LLC",685647,204852,890499
PALO ALTO RESEARCH CENTER,193000,195783,388783
CORIELL INSTITUTE FOR MEDICAL RESEARCH,0,0,13330393
"BIOMARCK PHARMACEUTICALS, LTD",0,0,1000000
"AZEVAN PHARMACEUTICALS, INC.",0,0,598813
"LIEBER INSTITUTE, INC.",224250,16733,240983
TEXAS ENGINEERING EXPERIMENT STATION,1491349,608818,2100167
"INFOTECH SOFT, INC.",0,0,594036
ARLENE FINK ASSOCIATES,0,0,149041
"CELL AND TISSUE SYSTEMS, INC.",0,0,537567
"POTOMAC AFFINITY PROTEINS, LLC",0,0,990754
"HELIXBIND, INC.",0,0,177629
COLLEGE OF NEW JERSEY,233639,37945,271584
MORPHONIX,0,0,600000
ICELANDIC HEART ASSOCIATION,0,0,2119479
UNIVERSITY OF SOUTH ALABAMA,6284914,2731200,8981444
NEUROTARGETING SYSTEMS,0,0,327520
DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,169857,86627,256484
UNIVERSITY OF MIAMI CORAL GABLES,6285350,1822788,7984490
WELLESLEY COLLEGE,838707,427037,1265744
"ARMAGEN TECHNOLOGIES, INC.",0,0,1454138
"IMMUNEXCITE, INC.",0,0,276059
SOCIOMETRICS CORPORATION,0,0,1760541
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,38006483,12878088,49826547
"NOVELMED THERAPEUTICS, INC.",0,0,1527089
BLENDERHOUSE,0,0,150000
AMERICAN HEART ASSOCIATION,3878513,46764,3925277
UNIVERSIDAD PERUANA CAYETANO HEREDIA,1444329,88589,1532918
"ARISAN THERAPEUTICS, INC.",0,0,300000
IWK HEALTH CENTRE,124351,9948,134299
"FLUORESCENCE INNOVATIONS, INC.",0,0,70163
"NONINVASIX, INC.",0,0,361152
SANSUM DIABETES RESEARCH INSTITUTE,2053497,196503,2250000
"MEI RESEARCH, LTD",0,0,999529
WILSON WOLF MANUFACTURING CORPORATION,0,0,611581
REHABILITATION INSTITUTE OF CHICAGO,5757787,1143942,6616429
AZUSA PACIFIC UNIVERSITY,190809,15265,206074
"FOCALCOOL, LLC",0,0,299761
"GLYCOSCIENTIFIC, LLC",0,0,301575
MEDICAL UNIVERSITY OF SOUTH CAROLINA,59546999,20071819,78132255
FAMILY HEALTH INTERNATIONAL,6192737,991879,9153405
LUND UNIVERSITY,5810158,463852,6274010
"PLASTIPURE, INC.",0,0,478484
NEW JERSEY INSTITUTE OF TECHNOLOGY,768783,366309,1135092
HAWAII PACIFIC UNIVERSITY,124900,34534,159434
SEQUELA,0,0,535755
"BOULDER NONLINEAR SYSTEMS, INC.",0,0,321434
ONCOLOGY-HEMATOLOGY ASSOC-CENTRAL ILL,578422,273871,852293
